sfynx.SymfonyConnexion_1	symfonyconnexion-1	RUN	1423676154410	 	2.0
Scenario name	7927548337864001428-1837	GROUP	Logout	1423676181028	1423676206365	22320	3	0	OK
Scenario name	7927548337864001428-1837	USER	END	1423676154804	1423676206366
Scenario name	7927548337864001428-1673	GROUP	Login	1423676177829	1423676206378	28417	2	0	OK
Scenario name	7927548337864001428-1944	GROUP	Page fr	1423676154852	1423676206379	41616	3	0	OK
Scenario name	7927548337864001428-1722	REQUEST	Login	request_login_1	1423676205268	1423676205268	1423676206385	1423676206385	OK	 
Scenario name	7927548337864001428-61	REQUEST	Logout	request_logout_2	1423676206308	1423676206308	1423676206396	1423676206397	OK	 
Scenario name	7927548337864001428-1614	REQUEST	Page en	request_en_2	1423676206298	1423676206299	1423676206403	1423676206403	OK	 
Scenario name	7927548337864001428-1878	REQUEST	Logout	request_logout_2	1423676206320	1423676206320	1423676206425	1423676206425	OK	 
Scenario name	7927548337864001428-912	GROUP	Login	1423676203127	1423676206427	3159	2	0	OK
Scenario name	7927548337864001428-1944	REQUEST	Page en	request_en_1	1423676206380	1423676206380	1423676206427	1423676206427	OK	 
Scenario name	7927548337864001428-454	REQUEST	Page fr	request_fr_3	1423676206329	1423676206330	1423676206429	1423676206429	OK	 
Scenario name	7927548337864001428-1895	REQUEST	Login	request_login_2	1423676206330	1423676206330	1423676206434	1423676206434	OK	 
Scenario name	7927548337864001428-476	GROUP	Login	1423676204181	1423676206438	2131	2	0	OK
Scenario name	7927548337864001428-1586	GROUP	Page fr	1423676154764	1423676206448	43951	3	0	OK
Scenario name	7927548337864001428-1668	REQUEST	Logout	request_logout_3	1423676205399	1423676205400	1423676206453	1423676206453	OK	 
Scenario name	7927548337864001428-1668	GROUP	Logout	1423676203720	1423676206454	1231	3	0	OK
Scenario name	7927548337864001428-1668	USER	END	1423676154764	1423676206454
Scenario name	7927548337864001428-436	REQUEST	Page fr	request_fr_3	1423676206409	1423676206409	1423676206455	1423676206455	OK	 
Scenario name	7927548337864001428-365	REQUEST	Login	request_login_1	1423676201379	1423676201380	1423676206456	1423676206456	OK	 
Scenario name	7927548337864001428-494	GROUP	Page fr	1423676154546	1423676206458	44418	3	0	OK
Scenario name	7927548337864001428-821	REQUEST	Page fr	request_fr_3	1423676205428	1423676205429	1423676206489	1423676206489	OK	 
Scenario name	7927548337864001428-1021	REQUEST	Logout	request_logout_2	1423676206379	1423676206379	1423676206489	1423676206489	OK	 
Scenario name	7927548337864001428-1673	REQUEST	Logout	request_logout_1	1423676206378	1423676206379	1423676206489	1423676206489	OK	 
Scenario name	7927548337864001428-1845	REQUEST	Logout	request_logout_1	1423676202400	1423676202401	1423676206490	1423676206490	OK	 
Scenario name	7927548337864001428-1200	REQUEST	Page fr	request_fr_1	1423676156866	1423676165906	1423676206464	1423676206464	OK	 
Scenario name	7927548337864001428-158	GROUP	Page fr	1423676154509	1423676206492	43346	3	0	OK
Scenario name	7927548337864001428-836	REQUEST	Logout	request_logout_1	1423676205418	1423676205419	1423676206491	1423676206491	OK	 
Scenario name	7927548337864001428-411	REQUEST	Login	request_login_1	1423676201389	1423676201390	1423676206494	1423676206494	OK	 
Scenario name	7927548337864001428-298	REQUEST	Login	request_login_2	1423676205399	1423676205399	1423676206516	1423676206516	OK	 
Scenario name	7927548337864001428-227	REQUEST	Page en	request_en_2	1423676206329	1423676206330	1423676206523	1423676206523	OK	 
Scenario name	7927548337864001428-1895	GROUP	Login	1423676205229	1423676206529	1147	2	0	OK
Scenario name	7927548337864001428-1619	REQUEST	Page en	request_en_3	1423676204478	1423676204480	1423676206532	1423676206532	OK	 
Scenario name	7927548337864001428-1572	REQUEST	Page fr	request_fr_3	1423676206378	1423676206380	1423676206536	1423676206536	OK	 
Scenario name	7927548337864001428-854	REQUEST	Login	request_login_2	1423676206368	1423676206368	1423676206544	1423676206544	OK	 
Scenario name	7927548337864001428-158	REQUEST	Page en	request_en_1	1423676206492	1423676206493	1423676206545	1423676206545	OK	 
Scenario name	7927548337864001428-923	REQUEST	Page fr	request_fr_3	1423676206389	1423676206389	1423676206546	1423676206546	OK	 
Scenario name	7927548337864001428-171	REQUEST	Logout	request_logout_2	1423676200378	1423676200380	1423676206552	1423676206552	OK	 
Scenario name	7927548337864001428-1936	REQUEST	Login	request_login_2	1423676191389	1423676191390	1423676206557	1423676206557	OK	 
Scenario name	7927548337864001428-1709	REQUEST	Page en	request_en_3	1423676204518	1423676204519	1423676206561	1423676206561	OK	 
Scenario name	7927548337864001428-1879	REQUEST	Logout	request_logout_3	1423676191428	1423676191428	1423676206568	1423676206568	OK	 
Scenario name	7927548337864001428-1895	REQUEST	Logout	request_logout_1	1423676206530	1423676206530	1423676206572	1423676206572	OK	 
Scenario name	7927548337864001428-905	REQUEST	Page fr	request_fr_2	1423676200389	1423676200390	1423676206573	1423676206573	OK	 
Scenario name	7927548337864001428-854	GROUP	Login	1423676206297	1423676206578	221	2	0	OK
Scenario name	7927548337864001428-37	REQUEST	Page en	request_en_1	1423676204539	1423676204539	1423676206582	1423676206582	OK	 
Scenario name	7927548337864001428-392	REQUEST	Logout	request_logout_1	1423676205546	1423676205546	1423676206590	1423676206590	OK	 
Scenario name	7927548337864001428-879	REQUEST	Page en	request_en_3	1423676201539	1423676201539	1423676206591	1423676206591	OK	 
Scenario name	7927548337864001428-1927	REQUEST	Page en	request_en_2	1423676206448	1423676206449	1423676206594	1423676206594	OK	 
Scenario name	7927548337864001428-1021	REQUEST	Logout	request_logout_3	1423676206559	1423676206559	1423676206596	1423676206596	OK	 
Scenario name	7927548337864001428-145	REQUEST	Login	request_login_1	1423676205548	1423676205548	1423676206597	1423676206597	OK	 
Scenario name	7927548337864001428-298	GROUP	Login	1423676201178	1423676206598	5264	2	0	OK
Scenario name	7927548337864001428-1683	GROUP	Page en	1423676190639	1423676206599	11372	3	0	OK
Scenario name	7927548337864001428-1978	GROUP	Page fr	1423676154856	1423676206617	43567	3	0	OK
Scenario name	7927548337864001428-927	REQUEST	Page en	request_en_2	1423676203440	1423676203440	1423676206619	1423676206619	OK	 
Scenario name	7927548337864001428-1636	REQUEST	Page fr	request_fr_1	1423676157241	1423676166410	1423676206622	1423676206622	OK	 
Scenario name	7927548337864001428-1728	REQUEST	Login	request_login_1	1423676198538	1423676198539	1423676206623	1423676206623	OK	 
Scenario name	7927548337864001428-1752	REQUEST	Logout	request_logout_3	1423676183428	1423676183429	1423676206627	1423676206627	OK	 
Scenario name	7927548337864001428-1021	GROUP	Logout	1423676204498	1423676206628	258	3	0	OK
Scenario name	7927548337864001428-1021	USER	END	1423676154625	1423676206629
Scenario name	7927548337864001428-203	REQUEST	Page fr	request_fr_2	1423676168949	1423676178001	1423676206627	1423676206627	OK	 
Scenario name	7927548337864001428-102	REQUEST	Login	request_login_1	1423676203558	1423676203559	1423676206631	1423676206631	OK	 
Scenario name	7927548337864001428-1718	REQUEST	Logout	request_logout_1	1423676184469	1423676184469	1423676206631	1423676206631	OK	 
Scenario name	7927548337864001428-739	REQUEST	Login	request_login_1	1423676195498	1423676195499	1423676206630	1423676206630	OK	 
Scenario name	7927548337864001428-970	REQUEST	Logout	request_logout_1	1423676205468	1423676205470	1423676206632	1423676206632	OK	 
Scenario name	7927548337864001428-1979	GROUP	Page fr	1423676154856	1423676206638	44024	3	0	OK
Scenario name	7927548337864001428-1936	GROUP	Login	1423676188148	1423676206638	18344	2	0	OK
Scenario name	7927548337864001428-1879	GROUP	Logout	1423676187589	1423676206638	17374	3	0	OK
Scenario name	7927548337864001428-1879	USER	END	1423676154811	1423676206639
Scenario name	7927548337864001428-1920	REQUEST	Page en	request_en_1	1423676193558	1423676193559	1423676206640	1423676206640	OK	 
Scenario name	7927548337864001428-279	REQUEST	Page en	request_en_1	1423676205599	1423676205600	1423676206648	1423676206648	OK	 
Scenario name	7927548337864001428-871	REQUEST	Logout	request_logout_2	1423676205509	1423676205509	1423676206668	1423676206668	OK	 
Scenario name	7927548337864001428-1734	REQUEST	Logout	request_logout_1	1423676193547	1423676193548	1423676206671	1423676206671	OK	 
Scenario name	7927548337864001428-715	REQUEST	Page fr	request_fr_3	1423676206492	1423676206493	1423676206677	1423676206677	OK	 
Scenario name	7927548337864001428-1885	REQUEST	Login	request_login_2	1423676198539	1423676198540	1423676206691	1423676206691	OK	 
Scenario name	7927548337864001428-1885	GROUP	Login	1423676197419	1423676206692	9194	2	0	OK
Scenario name	7927548337864001428-201	REQUEST	Login	request_login_2	1423676191538	1423676191539	1423676206694	1423676206694	OK	 
Scenario name	7927548337864001428-398	REQUEST	Page en	request_en_1	1423676205659	1423676205660	1423676206701	1423676206701	OK	 
Scenario name	7927548337864001428-143	REQUEST	Logout	request_logout_3	1423676205659	1423676205660	1423676206703	1423676206703	OK	 
Scenario name	7927548337864001428-423	GROUP	Page en	1423676193558	1423676206708	7443	3	0	OK
Scenario name	7927548337864001428-1752	GROUP	Logout	1423676181586	1423676206708	23396	3	0	OK
Scenario name	7927548337864001428-1752	USER	END	1423676154772	1423676206709
Scenario name	7927548337864001428-48	REQUEST	Page en	request_en_1	1423676203658	1423676203659	1423676206711	1423676206711	OK	 
Scenario name	7927548337864001428-748	REQUEST	Login	request_login_2	1423676197579	1423676197579	1423676206717	1423676206717	OK	 
Scenario name	7927548337864001428-1695	GROUP	Page fr	1423676154777	1423676206718	44391	3	0	OK
Scenario name	7927548337864001428-871	REQUEST	Logout	request_logout_3	1423676206670	1423676206670	1423676206720	1423676206720	OK	 
Scenario name	7927548337864001428-1587	GROUP	Page en	1423676183438	1423676206728	17349	3	0	OK
Scenario name	7927548337864001428-201	GROUP	Login	1423676191478	1423676206728	15213	2	0	OK
Scenario name	7927548337864001428-852	REQUEST	Logout	request_logout_3	1423676195607	1423676195608	1423676206729	1423676206729	OK	 
Scenario name	7927548337864001428-202	REQUEST	Page fr	request_fr_3	1423676205579	1423676205579	1423676206729	1423676206729	OK	 
Scenario name	7927548337864001428-232	REQUEST	Logout	request_logout_2	1423676192560	1423676192560	1423676206736	1423676206736	OK	 
Scenario name	7927548337864001428-1640	REQUEST	Logout	request_logout_1	1423676194549	1423676194549	1423676206737	1423676206737	OK	 
Scenario name	7927548337864001428-1874	REQUEST	Page en	request_en_3	1423676206688	1423676206688	1423676206741	1423676206741	OK	 
Scenario name	7927548337864001428-1089	REQUEST	Page fr	request_fr_1	1423676156714	1423676165990	1423676206751	1423676206751	OK	 
Scenario name	7927548337864001428-445	REQUEST	Page fr	request_fr_1	1423676155800	1423676165012	1423676206752	1423676206752	OK	 
Scenario name	7927548337864001428-479	REQUEST	Page fr	request_fr_2	1423676191519	1423676191520	1423676206751	1423676206751	OK	 
Scenario name	7927548337864001428-423	REQUEST	Login	request_login_1	1423676206709	1423676206709	1423676206752	1423676206752	OK	 
Scenario name	7927548337864001428-852	GROUP	Logout	1423676176449	1423676206758	27334	3	0	OK
Scenario name	7927548337864001428-852	USER	END	1423676154585	1423676206759
Scenario name	7927548337864001428-762	REQUEST	Page en	request_en_1	1423676205718	1423676205719	1423676206760	1423676206760	OK	 
Scenario name	7927548337864001428-465	REQUEST	Page fr	request_fr_3	1423676205718	1423676205719	1423676206761	1423676206761	OK	 
Scenario name	7927548337864001428-1695	REQUEST	Page en	request_en_1	1423676206719	1423676206720	1423676206766	1423676206766	OK	 
Scenario name	7927548337864001428-33	REQUEST	Login	request_login_2	1423676199579	1423676199579	1423676206768	1423676206768	OK	 
Scenario name	7927548337864001428-33	GROUP	Login	1423676199498	1423676206769	7244	2	0	OK
Scenario name	7927548337864001428-1963	GROUP	Page en	1423676181480	1423676206778	19272	3	0	OK
Scenario name	7927548337864001428-748	GROUP	Login	1423676192418	1423676206778	14209	2	0	OK
Scenario name	7927548337864001428-143	GROUP	Logout	1423676197489	1423676206779	7243	3	0	OK
Scenario name	7927548337864001428-143	USER	END	1423676154497	1423676206779
Scenario name	7927548337864001428-463	REQUEST	Page fr	request_fr_1	1423676155821	1423676164948	1423676206786	1423676206786	OK	 
Scenario name	7927548337864001428-232	REQUEST	Logout	request_logout_3	1423676206737	1423676206738	1423676206786	1423676206786	OK	 
Scenario name	7927548337864001428-871	GROUP	Logout	1423676200759	1423676206789	4281	3	0	OK
Scenario name	7927548337864001428-871	USER	END	1423676154596	1423676206789
Scenario name	7927548337864001428-215	GROUP	Page en	1423676190979	1423676206799	11608	3	0	OK
Scenario name	7927548337864001428-849	REQUEST	Logout	request_logout_2	1423676206659	1423676206659	1423676206800	1423676206800	OK	 
Scenario name	7927548337864001428-541	REQUEST	Page fr	request_fr_2	1423676205659	1423676205660	1423676206817	1423676206817	OK	 
Scenario name	7927548337864001428-23	REQUEST	Logout	request_logout_1	1423676205768	1423676205769	1423676206818	1423676206818	OK	 
Scenario name	7927548337864001428-33	REQUEST	Logout	request_logout_1	1423676206770	1423676206770	1423676206819	1423676206819	OK	 
Scenario name	7927548337864001428-101	GROUP	Page fr	1423676154506	1423676206828	46597	3	0	OK
Scenario name	7927548337864001428-498	GROUP	Page fr	1423676154554	1423676206828	44130	3	0	OK
Scenario name	7927548337864001428-876	REQUEST	Logout	request_logout_1	1423676197719	1423676197752	1423676206835	1423676206835	OK	 
Scenario name	7927548337864001428-215	REQUEST	Login	request_login_1	1423676206800	1423676206800	1423676206842	1423676206842	OK	 
Scenario name	7927548337864001428-1054	REQUEST	Page fr	request_fr_1	1423676156674	1423676165883	1423676206850	1423676206850	OK	 
Scenario name	7927548337864001428-255	REQUEST	Page fr	request_fr_2	1423676206688	1423676206688	1423676206852	1423676206852	OK	 
Scenario name	7927548337864001428-981	REQUEST	Page en	request_en_3	1423676197799	1423676197799	1423676206855	1423676206855	OK	 
Scenario name	7927548337864001428-232	GROUP	Logout	1423676188008	1423676206858	17377	3	0	OK
Scenario name	7927548337864001428-232	USER	END	1423676154508	1423676206859
Scenario name	7927548337864001428-44	REQUEST	Page en	request_en_2	1423676203679	1423676203680	1423676206863	1423676206863	OK	 
Scenario name	7927548337864001428-370	REQUEST	Page en	request_en_3	1423676198788	1423676198789	1423676206864	1423676206864	OK	 
Scenario name	7927548337864001428-1082	REQUEST	Page fr	request_fr_1	1423676156706	1423676165883	1423676206870	1423676206870	OK	 
Scenario name	7927548337864001428-473	REQUEST	Page en	request_en_1	1423676205829	1423676205829	1423676206871	1423676206871	OK	 
Scenario name	7927548337864001428-346	REQUEST	Page fr	request_fr_2	1423676206719	1423676206720	1423676206872	1423676206872	OK	 
Scenario name	7927548337864001428-498	REQUEST	Page en	request_en_1	1423676206829	1423676206829	1423676206879	1423676206879	OK	 
Scenario name	7927548337864001428-930	REQUEST	Logout	request_logout_2	1423676206719	1423676206720	1423676206879	1423676206879	OK	 
Scenario name	7927548337864001428-101	REQUEST	Page en	request_en_1	1423676206829	1423676206829	1423676206880	1423676206880	OK	 
Scenario name	7927548337864001428-849	REQUEST	Logout	request_logout_3	1423676206849	1423676206849	1423676206887	1423676206887	OK	 
Scenario name	7927548337864001428-849	GROUP	Logout	1423676204041	1423676206888	1231	3	0	OK
Scenario name	7927548337864001428-1182	REQUEST	Page fr	request_fr_2	1423676198709	1423676198709	1423676206887	1423676206887	OK	 
Scenario name	7927548337864001428-849	USER	END	1423676154584	1423676206888
Scenario name	7927548337864001428-32	REQUEST	Logout	request_logout_1	1423676198841	1423676198876	1423676206906	1423676206906	OK	 
Scenario name	7927548337864001428-1887	GROUP	Page en	1423676170838	1423676206907	29708	3	0	OK
Scenario name	7927548337864001428-197	REQUEST	Page fr	request_fr_3	1423676203820	1423676203822	1423676206914	1423676206914	OK	 
Scenario name	7927548337864001428-424	GROUP	Page en	1423676198488	1423676206919	1335	3	0	OK
Scenario name	7927548337864001428-1890	REQUEST	Logout	request_logout_2	1423676204768	1423676204769	1423676206934	1423676206934	OK	 
Scenario name	7927548337864001428-330	REQUEST	Logout	request_logout_2	1423676197799	1423676197800	1423676206936	1423676206936	OK	 
Scenario name	7927548337864001428-294	REQUEST	Page en	request_en_2	1423676199699	1423676199700	1423676206937	1423676206937	OK	 
Scenario name	7927548337864001428-1611	GROUP	Page fr	1423676154765	1423676206953	43617	3	0	OK
Scenario name	7927548337864001428-423	REQUEST	Login	request_login_2	1423676206829	1423676206829	1423676206959	1423676206959	OK	 
Scenario name	7927548337864001428-350	REQUEST	Logout	request_logout_1	1423676204698	1423676204699	1423676206978	1423676206978	OK	 
Scenario name	7927548337864001428-1918	REQUEST	Page en	request_en_3	1423676205939	1423676205940	1423676206986	1423676206986	OK	 
Scenario name	7927548337864001428-997	REQUEST	Page en	request_en_2	1423676203808	1423676203808	1423676206998	1423676206998	OK	 
Scenario name	7927548337864001428-904	REQUEST	Page en	request_en_2	1423676206849	1423676206849	1423676207007	1423676207007	OK	 
Scenario name	7927548337864001428-423	GROUP	Login	1423676206708	1423676207008	173	2	0	OK
Scenario name	7927548337864001428-1639	GROUP	Page fr	1423676154768	1423676207009	42657	3	0	OK
Scenario name	7927548337864001428-847	REQUEST	Logout	request_logout_2	1423676206879	1423676206879	1423676207012	1423676207012	OK	 
Scenario name	7927548337864001428-376	REQUEST	Page en	request_en_3	1423676206928	1423676206928	1423676207022	1423676207022	OK	 
Scenario name	7927548337864001428-1904	REQUEST	Logout	request_logout_3	1423676195939	1423676195939	1423676207023	1423676207023	OK	 
Scenario name	7927548337864001428-372	REQUEST	Logout	request_logout_2	1423676206849	1423676206849	1423676207030	1423676207030	OK	 
Scenario name	7927548337864001428-471	REQUEST	Page en	request_en_3	1423676205989	1423676205989	1423676207030	1423676207030	OK	 
Scenario name	7927548337864001428-1158	REQUEST	Page fr	request_fr_1	1423676156824	1423676165983	1423676207045	1423676207046	OK	 
Scenario name	7927548337864001428-215	REQUEST	Login	request_login_2	1423676206908	1423676206908	1423676207047	1423676207047	OK	 
Scenario name	7927548337864001428-1864	REQUEST	Logout	request_logout_1	1423676202969	1423676202969	1423676207048	1423676207048	OK	 
Scenario name	7927548337864001428-804	REQUEST	Logout	request_logout_3	1423676203958	1423676203958	1423676207051	1423676207051	OK	 
Scenario name	7927548337864001428-701	REQUEST	Page fr	request_fr_2	1423676205898	1423676205902	1423676207056	1423676207056	OK	 
Scenario name	7927548337864001428-1057	REQUEST	Page fr	request_fr_1	1423676156676	1423676165992	1423676207063	1423676207063	OK	 
Scenario name	7927548337864001428-727	REQUEST	Page fr	request_fr_1	1423676156201	1423676165426	1423676207064	1423676207064	OK	 
Scenario name	7927548337864001428-1603	REQUEST	Page fr	request_fr_3	1423676203009	1423676203009	1423676207065	1423676207065	OK	 
Scenario name	7927548337864001428-1669	REQUEST	Login	request_login_2	1423676205906	1423676205906	1423676207070	1423676207070	OK	 
Scenario name	7927548337864001428-760	REQUEST	Page fr	request_fr_3	1423676203988	1423676203989	1423676207080	1423676207080	OK	 
Scenario name	7927548337864001428-1960	REQUEST	Page en	request_en_3	1423676203018	1423676203018	1423676207082	1423676207082	OK	 
Scenario name	7927548337864001428-1867	REQUEST	Page en	request_en_3	1423676204008	1423676204009	1423676207082	1423676207082	OK	 
Scenario name	7927548337864001428-1687	REQUEST	Page en	request_en_3	1423676206039	1423676206039	1423676207086	1423676207086	OK	 
Scenario name	7927548337864001428-1635	REQUEST	Page en	request_en_2	1423676206899	1423676206899	1423676207086	1423676207086	OK	 
Scenario name	7927548337864001428-1890	REQUEST	Logout	request_logout_3	1423676207038	1423676207039	1423676207097	1423676207097	OK	 
Scenario name	7927548337864001428-215	GROUP	Login	1423676206799	1423676207098	181	2	0	OK
Scenario name	7927548337864001428-1904	GROUP	Logout	1423676190658	1423676207108	13331	3	0	OK
Scenario name	7927548337864001428-1904	USER	END	1423676154812	1423676207109
Scenario name	7927548337864001428-238	REQUEST	Page en	request_en_3	1423676206029	1423676206029	1423676207114	1423676207114	OK	 
Scenario name	7927548337864001428-1946	REQUEST	Login	request_login_1	1423676203049	1423676203050	1423676207115	1423676207115	OK	 
Scenario name	7927548337864001428-847	REQUEST	Logout	request_logout_3	1423676207069	1423676207069	1423676207115	1423676207115	OK	 
Scenario name	7927548337864001428-208	REQUEST	Logout	request_logout_2	1423676194939	1423676194939	1423676207115	1423676207115	OK	 
Scenario name	7927548337864001428-804	GROUP	Logout	1423676189559	1423676207128	14575	3	0	OK
Scenario name	7927548337864001428-804	USER	END	1423676154574	1423676207129
Scenario name	7927548337864001428-776	REQUEST	Page fr	request_fr_3	1423676203050	1423676203050	1423676207140	1423676207140	OK	 
Scenario name	7927548337864001428-1613	REQUEST	Logout	request_logout_1	1423676195938	1423676195939	1423676207141	1423676207141	OK	 
Scenario name	7927548337864001428-475	REQUEST	Page fr	request_fr_3	1423676207088	1423676207088	1423676207141	1423676207141	OK	 
Scenario name	7927548337864001428-509	REQUEST	Page fr	request_fr_3	1423676203058	1423676203058	1423676207144	1423676207144	OK	 
Scenario name	7927548337864001428-235	GROUP	Page fr	1423676154514	1423676207147	45632	3	0	OK
Scenario name	7927548337864001428-942	REQUEST	Page en	request_en_2	1423676206999	1423676206999	1423676207150	1423676207150	OK	 
Scenario name	7927548337864001428-735	REQUEST	Page fr	request_fr_1	1423676156208	1423676165426	1423676207150	1423676207150	OK	 
Scenario name	7927548337864001428-516	GROUP	Page fr	1423676154555	1423676207158	44603	3	0	OK
Scenario name	7927548337864001428-847	GROUP	Logout	1423676204539	1423676207158	218	3	0	OK
Scenario name	7927548337864001428-847	USER	END	1423676154584	1423676207160
Scenario name	7927548337864001428-1669	GROUP	Login	1423676205848	1423676207160	1221	2	0	OK
Scenario name	7927548337864001428-781	REQUEST	Login	request_login_2	1423676206028	1423676206029	1423676207165	1423676207165	OK	 
Scenario name	7927548337864001428-781	GROUP	Login	1423676180819	1423676207166	26258	2	0	OK
Scenario name	7927548337864001428-58	GROUP	Page en	1423676197488	1423676207168	3251	3	0	OK
Scenario name	7927548337864001428-1659	REQUEST	Page en	request_en_2	1423676206998	1423676206999	1423676207173	1423676207173	OK	 
Scenario name	7927548337864001428-462	REQUEST	Page en	request_en_2	1423676207080	1423676207080	1423676207174	1423676207174	OK	 
Scenario name	7927548337864001428-1890	GROUP	Logout	1423676202318	1423676207189	2371	3	0	OK
Scenario name	7927548337864001428-1890	USER	END	1423676154811	1423676207190
Scenario name	7927548337864001428-235	REQUEST	Page en	request_en_1	1423676207148	1423676207148	1423676207191	1423676207191	OK	 
Scenario name	7927548337864001428-1768	REQUEST	Page en	request_en_3	1423676207148	1423676207148	1423676207191	1423676207191	OK	 
Scenario name	7927548337864001428-367	GROUP	Page fr	1423676154538	1423676207198	44975	3	0	OK
Scenario name	7927548337864001428-1854	REQUEST	Page fr	request_fr_3	1423676206148	1423676206148	1423676207199	1423676207199	OK	 
Scenario name	7927548337864001428-524	REQUEST	Page fr	request_fr_2	1423676206048	1423676206048	1423676207206	1423676207206	OK	 
Scenario name	7927548337864001428-372	REQUEST	Logout	request_logout_3	1423676207088	1423676207088	1423676207208	1423676207208	OK	 
Scenario name	7927548337864001428-372	GROUP	Logout	1423676200169	1423676207209	4355	3	0	OK
Scenario name	7927548337864001428-372	USER	END	1423676154513	1423676207209
Scenario name	7927548337864001428-1594	REQUEST	Page en	request_en_3	1423676185050	1423676185051	1423676207210	1423676207210	OK	 
Scenario name	7927548337864001428-19	REQUEST	Logout	request_logout_3	1423676202105	1423676202105	1423676207211	1423676207211	OK	 
Scenario name	7927548337864001428-1972	REQUEST	Login	request_login_2	1423676205963	1423676205964	1423676207215	1423676207215	OK	 
Scenario name	7927548337864001428-410	REQUEST	Page fr	request_fr_2	1423676204008	1423676204008	1423676207217	1423676207217	OK	 
Scenario name	7927548337864001428-287	REQUEST	Page en	request_en_3	1423676180030	1423676180031	1423676207219	1423676207219	OK	 
Scenario name	7927548337864001428-468	REQUEST	Page fr	request_fr_3	1423676207168	1423676207168	1423676207226	1423676207226	OK	 
Scenario name	7927548337864001428-94	REQUEST	Logout	request_logout_2	1423676207129	1423676207130	1423676207226	1423676207226	OK	 
Scenario name	7927548337864001428-1144	REQUEST	Page fr	request_fr_1	1423676156812	1423676165932	1423676207233	1423676207233	OK	 
Scenario name	7927548337864001428-58	REQUEST	Login	request_login_1	1423676207169	1423676207169	1423676207235	1423676207235	OK	 
Scenario name	7927548337864001428-66	REQUEST	Login	request_login_2	1423676206100	1423676206102	1423676207243	1423676207243	OK	 
Scenario name	7927548337864001428-66	GROUP	Login	1423676170839	1423676207243	36309	2	0	OK
Scenario name	7927548337864001428-1201	REQUEST	Page fr	request_fr_1	1423676156867	1423676166050	1423676207250	1423676207250	OK	 
Scenario name	7927548337864001428-367	REQUEST	Page en	request_en_1	1423676207199	1423676207199	1423676207252	1423676207252	OK	 
Scenario name	7927548337864001428-153	GROUP	Page en	1423676176349	1423676207259	24438	3	0	OK
Scenario name	7927548337864001428-115	GROUP	Page en	1423676164949	1423676207259	36415	3	0	OK
Scenario name	7927548337864001428-306	REQUEST	Page en	request_en_1	1423676197189	1423676197189	1423676207262	1423676207262	OK	 
Scenario name	7927548337864001428-442	REQUEST	Page en	request_en_3	1423676205218	1423676205218	1423676207263	1423676207263	OK	 
Scenario name	7927548337864001428-482	REQUEST	Page en	request_en_3	1423676205218	1423676205218	1423676207264	1423676207264	OK	 
Scenario name	7927548337864001428-1972	GROUP	Login	1423676205688	1423676207268	1526	2	0	OK
Scenario name	7927548337864001428-783	REQUEST	Page en	request_en_1	1423676197199	1423676197200	1423676207270	1423676207270	OK	 
Scenario name	7927548337864001428-19	GROUP	Logout	1423676187779	1423676207278	18369	3	0	OK
Scenario name	7927548337864001428-19	USER	END	1423676154480	1423676207279
Scenario name	7927548337864001428-1178	REQUEST	Page fr	request_fr_1	1423676156841	1423676165983	1423676207283	1423676207283	OK	 
Scenario name	7927548337864001428-1626	GROUP	Page en	1423676199029	1423676207288	277	3	0	OK
Scenario name	7927548337864001428-523	REQUEST	Page fr	request_fr_3	1423676202078	1423676202103	1423676207293	1423676207293	OK	 
Scenario name	7927548337864001428-219	REQUEST	Logout	request_logout_1	1423676199170	1423676199171	1423676207295	1423676207295	OK	 
Scenario name	7927548337864001428-1811	REQUEST	Logout	request_logout_3	1423676203188	1423676203188	1423676207296	1423676207296	OK	 
Scenario name	7927548337864001428-1832	REQUEST	Login	request_login_2	1423676201117	1423676201117	1423676207300	1423676207300	OK	 
Scenario name	7927548337864001428-1826	REQUEST	Logout	request_logout_2	1423676198180	1423676198180	1423676207300	1423676207300	OK	 
Scenario name	7927548337864001428-1617	REQUEST	Logout	request_logout_3	1423676204181	1423676204181	1423676207305	1423676207305	OK	 
Scenario name	7927548337864001428-1710	GROUP	Page en	1423676197758	1423676207307	5564	3	0	OK
Scenario name	7927548337864001428-992	REQUEST	Logout	request_logout_2	1423676204199	1423676204200	1423676207310	1423676207310	OK	 
Scenario name	7927548337864001428-60	REQUEST	Page fr	request_fr_3	1423676207268	1423676207268	1423676207320	1423676207320	OK	 
Scenario name	7927548337864001428-270	REQUEST	Logout	request_logout_3	1423676206188	1423676206188	1423676207320	1423676207320	OK	 
Scenario name	7927548337864001428-1626	REQUEST	Login	request_login_1	1423676207289	1423676207289	1423676207326	1423676207326	OK	 
Scenario name	7927548337864001428-261	REQUEST	Login	request_login_2	1423676202228	1423676202228	1423676207327	1423676207327	OK	 
Scenario name	7927548337864001428-1593	REQUEST	Page fr	request_fr_3	1423676207289	1423676207289	1423676207329	1423676207329	OK	 
Scenario name	7927548337864001428-1946	REQUEST	Login	request_login_2	1423676207179	1423676207180	1423676207340	1423676207340	OK	 
Scenario name	7927548337864001428-1710	REQUEST	Login	request_login_1	1423676207308	1423676207308	1423676207341	1423676207341	OK	 
Scenario name	7927548337864001428-1205	REQUEST	Page fr	request_fr_1	1423676156869	1423676165994	1423676207342	1423676207342	OK	 
